pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
386,Cinematography & Photography,NBC News,"NBC Dateline Special – Shot & delivered footage included in NBC Dateline Special, ""Back to Woodstock: The 'Woodstock generation' remembers the music festival, 40 years later.""",00,0000,00,0000,"Taos, New Mexico"
386,"Video Producer, Motion Graphics & Photographer",Institute of Noetic Sciences,"“Living Deeply: Practices from the World's Transformative Traditions,” – Experiential practices guided by master teachers of transformative traditions including Catholicism, Religious Science, Buddhism, Himalayan Yoga, Cross-Cultural Shamanism, Sufism, Expressive Arts, Kabbalism and African Yoruban Spirituality.",00,0000,00,0000,"Petaluma, CA"
386,Digital Media | Digital Photography Instructor,Northern New Mexico College,"Established Digital Media Lab, taught digital imaging, photography and video for artists.

http://nnmc.edu",00,2000,00,2006,Northern New Mexico
386,Filmmaker & Digital Media Designer,"US Department of Commerce, Economic Development Administration","Produced 90-minute documentary ""e-Plaza,"" tapestry of rural stories for over two thousand licensed archival photos, procured Creative Commons Licenses for contemporary and historic songs and from Smithsonian Folkways Archive Collection. UX online  prototype . https://vimeo.com/8953436",00,2002,00,2005,New Mexico
386,Documentary Producer & Cinematography,LaGuardia Community College,"Cinematographer and Producer of “Stories of Success & Empowerment for Women and Children,” drawing from a diverse college population where 190 languages spoken.

https://vimeo.com/8952875",00,2001,00,2002,"Queens, NYC"
386,Interactive Designer,National Endowment for the Humanities,"Interactive design project around the Chinese-American immigration experience surrounding the personal stories from the Chinese Exclusion Act Era and Angel Island immigrant experiences. ""Separate Lives, Broken Dreams,"" the multimedia project based on nationally recognized documentary ""Living Widows & Paper Sons,"" by Jennie Lew.",00,1998,00,1999,San Francisco Bay Area
386,Interactive Digital Media Exhibit Consultant,Port Discovery Children's Museum,Designs for cutting edge educational technology interactive exhibits.,00,0000,00,0000,"Baltimore, Maryland Area"
386,Producer & Creative Director,Interval Research Corporation,"Creative Director for large-scale design and production projects. Produced animated game experiences targeted for girls ages 7 to 12 as part of advanced technology research. Developed innovative ""personalized journey"" storytelling and ""emotional branching"" narratives for interactive game play. Participate in nation-wide user studies with target audien... See more",00,1994,00,1997,San Francisco Bay Area
386,Interactive Designer,StarPress Multimedia,Designed interactive prototypes based on publisher’s content-base for multimedia. UX — prototype — UI workflow.,00,0000,00,0000,San Francisco Bay Area
386,Digital Media Workshops,The Kodak Center for Creative Imaging,"Taught digital imaging workshops for artists, photographers and journalists.

http://en.wikipedia.org/wiki/Center_for_Creative_Imaging",00,1993,00,1994,"Camden, Maine"
386,Interactive Prototype Design,Kaleida Labs,Designed UX — prototype — UI design examples for this joint ventures between Apple Computer and IBM set out to produce a common multimedia platform with and an object oriented scripting language.,00,1993,00,1994,San Francisco Bay Area
386,Interface & Interaction Designer,California Academy of Sciences,Interface & Interaction Designer using museum archives as rich resource for interactive media educational experiences.,00,0000,00,0000,San Francisco Bay Area
386,Interactive TV Prototype Designer,Microsoft,"UX — prototype — UI projects for Microsoft's emerging technology Interactive TV initiative using content from estabilished publishing properties. Created interactive: “Graffiti Creativity Box,” “Weavings: From Cotton Gin to Computer” & “Sidewalk Astronomers,” and more. Multi-screen design with broadcast media. Began work at Continuum Productions (now Corbis) t... See more",00,0000,00,0000,"Bellevue, Washington & San Francisco"
386,Interactive Multimedia Producer | Designer,LucasArts,"Video producer and UX — prototype — UI on special projects between LucasArts & NTT of Japan, working with executives from Japanese phone company in developing interactive new media prototypes.
... See more",00,1992,00,1993,"Marin, California"
386,New Media Product Producer,LucasArts,"Designed interactive new media multiple storyline prototypes (UX/UI). Recruited and lead creative team. Produced and directed a creative team on a multi-screen design character-based products. ""Paul Parkranger & The Mystery of the Disappearing Ducks.” This was a CD-ROM + 2-sided videodisc, Student Case Book & Teacher Guide for Lucas... See more",00,1991,00,1992,"Marin, California"
386,Interactive New Media Designer,Context Productions,Interactive prototypes for three interactive Mars & Mars Rover exhibits for the Air & Space Museum with Context Productions.,00,1991,00,1992,San Francisco Bay Area
386,New Media Consultant,Edutopia - The George Lucas Educational Foundation,Consultant in the development of the educational nonprofit The George Lucas Educational Foundation (GLEF) and innovative new media design projects.,00,1991,00,1992,"Marin, California"
386,Interactive New Media Producer & Designer,Apple,"Designed interactive user-experience  prototype  design examples for a unique collaboration between Apple Multimedia Lab, a pioneering interactive media research group, and LucasFilm. We created rapid prototypes and multi-screen design examples for emerging media platforms.
... See more",03,1987,04,1991,San Francisco Bay Area
386,UI - Interface Designer,Apple,"Designed emerging voice recognition interface design of a bilingual interactive UX — prototype — UI for learning language for the Apple Computer, Human Interface Group.",00,0000,00,0000,San Francisco Bay Area
386,Media Archivist Consultant,Library of Congress,"Consultant to Library of Congress, The American Memory Project. Digital migration from videodiscs and CD-ROMs. Master archives included photographs, film/video footage, reel-to-reel and cassette-based oral histories, music and documents.",00,0000,00,0000,Washington D.C. Metro Area
386,Sound Designer in Residence,Exploratorium,Created unique sound exhibits and sound archives for use in interactive exhibits.,00,0000,00,0000,San Francisco Bay Area
386,New Media Design & Archive Consultant,Mendocino Native American Oral History Project,Media design & consultant on digital Archive of California Native American oral histories.,00,0000,00,0000,"Ukiah, California"
386,Producer & Interactive UX  | UI Prototyping,Hands On Media & Ellis Island Museum,"Journey to the New World: Ellis Island.” Slides, videodisc, current immigrants interviews, rare archival film footage, oral histories & ethnic music from the various immigrant groups at Ellis Island. Designed exquisite photographic interface to media materials allowing visitors to explore the ""Ellis Island Experience"" as if making the historic journey via real stories... See more",00,1990,00,1991,San Francisco Bay Area & NYC
